Friedl, Jiří; |Segeš, Dušan: Dvojkríž v siločiarach bieleho orla. Slovenská otázka v politike poľskej exilovej vlády za 2. svetovej vojny [Das Doppelkreuz im Kraftfeld des weißen Adlers. Die slowakische Frage und die Politik der polnischen Exilregierung während des Zweiten Weltkriegs]|50|1|(2010)|210 - 213|https:/dx.doi.org/10.18447/BoZ-2010-2492|REZ|2492|3846
Prinz, Friedrich; |Probleme der franzisko-josephinischen Zeit 1848–1916. Hrsg. von Friedrich Engel-Janosi und Helmut Rumpler|17|1|(1976|460 - 461|https:/dx.doi.org/10.18447/BoZ-1976-2081|REZ|2081|3154
Braun, Karl; |Die Bibliothek in Theresienstadt 1942–1945. Zur Rolle einer Leseinstitution in der „Endlösung der Judenfrage“|40|2|(1999|367 - 386|https:/dx.doi.org/10.18447/BoZ-1999-1793|ART|1793|2716
Braun, Karl; |Die Bibliothek in Theresienstadt 1942–1945. Zur Rolle einer Leseinstitution in der „Endlösung der Judenfrage“|40|2|(1999|367 - 386|https:/dx.doi.org/10.18447/BoZ-1999-1793|ABS|1793|2717
Braun, Karl; |Die Bibliothek in Theresienstadt 1942–1945. Zur Rolle einer Leseinstitution in der „Endlösung der Judenfrage“|40|2|(1999|367 - 386|https:/dx.doi.org/10.18447/BoZ-1999-1793|ABS|1793|2718
Braun, Karl; |Die Bibliothek in Theresienstadt 1942–1945. Zur Rolle einer Leseinstitution in der „Endlösung der Judenfrage“|40|2|(1999|367 - 386|https:/dx.doi.org/10.18447/BoZ-1999-1793|ABS|1793|2719
Seibt, Ferdinand; |Vlnas, Vít: Jan Nepomucký, česká legenda [Johannes von Nepomuk, eine böhmische Legende]|35|1|(1994|182 - 183|https:/dx.doi.org/10.18447/BoZ-1994-1382|REZ|1382|2137
Demandt, Dieter; |Patronat und Pflegschaft im spätmittelalterlichen Kirchenwesen der Stadt Eger|27|1|(1986|37 - 55|https:/dx.doi.org/10.18447/BoZ-1986-683|ART|683|976
Demandt, Dieter; |Patronat und Pflegschaft im spätmittelalterlichen Kirchenwesen der Stadt Eger|27|1|(1986|37 - 55|https:/dx.doi.org/10.18447/BoZ-1986-683|ABS|683|977
Demandt, Dieter; |Patronat und Pflegschaft im spätmittelalterlichen Kirchenwesen der Stadt Eger|27|1|(1986|37 - 55|https:/dx.doi.org/10.18447/BoZ-1986-683|ABS|683|978
Demandt, Dieter; |Patronat und Pflegschaft im spätmittelalterlichen Kirchenwesen der Stadt Eger|27|1|(1986|37 - 55|https:/dx.doi.org/10.18447/BoZ-1986-683|ABS|683|979
Lemberg, Hans; |Kommentar zu den Beiträgen über Eugen Lemberg|45|1|(2004|77 - 92|https:/dx.doi.org/10.18447/BoZ-2004-1094|ART|1094|1649
Lemberg, Hans; |Kommentar zu den Beiträgen über Eugen Lemberg|45|1|(2004|77 - 92|https:/dx.doi.org/10.18447/BoZ-2004-1094|ABS|1094|1650
Lemberg, Hans; |Kommentar zu den Beiträgen über Eugen Lemberg|45|1|(2004|77 - 92|https:/dx.doi.org/10.18447/BoZ-2004-1094|ABS|1094|1651
Lemberg, Hans; |Kommentar zu den Beiträgen über Eugen Lemberg|45|1|(2004|77 - 92|https:/dx.doi.org/10.18447/BoZ-2004-1094|ABS|1094|1652
Machilek, Franz; |Marek, Pavel: Česká katolická moderna. Sborník z konference konané 10. listopadu 1998 v Prostějově. K 75 výročí úmrtí Karla Dostála-Lutinova [Die tschechische katholische Moderne. Sammelband der Konferenz in prißnitz m 10. November 1998. Zum 75. Todestag |43|2|(2002|507 - 508|https:/dx.doi.org/10.18447/BoZ-2002-395|REZ|395|559
Schmidt-Hartmann, Eva; |Brown, Archie (ed.): Political Culture & Communist Studies|28|1|(1987|216 - 218|https:/dx.doi.org/10.18447/BoZ-1987-354|REZ|354|503
Hruza, Karel; |Soukup, Pavel: Jan Hus. Život a smrt kazatele[Leben und Tod eines Predigers]|55|2|(2015|401 - 405|https:/dx.doi.org/10.18447/BoZ-2015-4117|REZ|4117|6068
Zückert, Martin; |Unterschiedliche Bilder: Wahrnehmungen Edvard Benešs in tschechischen und europäischen Kontexten|52|1|(2012)|133 - 136|https:/dx.doi.org/10.18447/BoZ-2012-3753|TAG|3753|5654
Härtel, Hans-Joachim; |Berichte zum kulturellen Leben in der ČSSR im Jahre 1980|22|1|(1981|172 - 197|https:/dx.doi.org/10.18447/BoZ-1981-3278|ART|3278|5019
Mezník, Jaroslav; |Hieronymus Šrol Mutmaßungen über das Schicksal eines Hussiten|49|1|(2009|39 - 51|https:/dx.doi.org/10.18447/BoZ-2009-2990|ART|2990|4567
Mezník, Jaroslav; |Hieronymus Šrol Mutmaßungen über das Schicksal eines Hussiten|49|1|(2009|39 - 51|https:/dx.doi.org/10.18447/BoZ-2009-2990|ABS|2990|4568
Mezník, Jaroslav; |Hieronymus Šrol Mutmaßungen über das Schicksal eines Hussiten|49|1|(2009|39 - 51|https:/dx.doi.org/10.18447/BoZ-2009-2990|ABS|2990|4569
Tönsmeyer, Tatjana; |Lacko, Martin: Slovenské národné povstanie 1944 [Der slowakische Nationalaufstand 1944]|51|2|(2011|529 - 530|https:/dx.doi.org/10.18447/BoZ-2011-2867|REZ|2867|4378
Seibt, Ferdinand; |Valka, Josef: Středověká Morava [Das mittelalterliche Mähren]. Dějiny Moravy díl 1 [Geschichte Mährens Teil 1]: Vlastivěda moravská. Země a lid. Nová řada svazek 5 [Mährische Landeskunde. Land und Leute. Neue Reihe Band 5]|33|2|(1992)|420 - 421|https:/dx.doi.org/10.18447/BoZ-1992-2579|REZ|2579|3981
Schreiber, Johanna; |Devotio moderna in Böhmen|6|1|(1965|93 - 122|https:/dx.doi.org/10.18447/BoZ-1965-2291|ART|2291|3523
Schreiber, Johanna; |Devotio moderna in Böhmen|6|1|(1965|93 - 122|https:/dx.doi.org/10.18447/BoZ-1965-2291|ABS|2291|3524
Schreiber, Johanna; |Devotio moderna in Böhmen|6|1|(1965|93 - 122|https:/dx.doi.org/10.18447/BoZ-1965-2291|ABS|2291|3525
Seibt, Ferdinand; |Vom Lesen und Hineinlesen|39|2|(1998|406 - 409|https:/dx.doi.org/10.18447/BoZ-1998-2168|ART|2168|3327
Sajner, Josef; |Johann Gregor Mendel und Znaim. Zu seinem hundertsten Todestag|25|1|(1984|116 - 123|https:/dx.doi.org/10.18447/BoZ-1984-1880|ART|1880|2860
Seibt, Ferdinand; |Nicolette Mout: Bohemen en de Nederlanden in de Zestiende Eeuw|22|2|(1981|453 - 453|https:/dx.doi.org/10.18447/BoZ-1981-1592|REZ|1592|2419
Štefánek, Branislav; |Antonie Van den Beld: Humanity. The Political and Social Philosolphy of Thomas G. Masaryk|20|1|(1979|384 - 388|https:/dx.doi.org/10.18447/BoZ-1979-1469|REZ|1469|2242
Marek, Jaroslav; |Konturen des zeitgenössischen Nachdenkens über die Geschichte|32|2|(1991)|296 - 315|https:/dx.doi.org/10.18447/BoZ-1991-770|ART|770|1102
Stölzl, Christoph; |Peter Huemer: Sektionschef Robert Hecht und die Zerstörung der Demokratie in Österreich|18|1|(1977|435 - 437|https:/dx.doi.org/10.18447/BoZ-1977-1181|REZ|1181|1784
Grüner, Gustav; |Die Bewährung von Absolventen einer höheren Berufsfachschule. Ergebnisse einer Umfrage bei Maturanten der ehemaligen Deutschen Staatsgewerbeschule Pilsen|21|1|(1980|84 - 106|https:/dx.doi.org/10.18447/BoZ-1980-482|ART|482|672
Grüner, Gustav; |Die Bewährung von Absolventen einer höheren Berufsfachschule. Ergebnisse einer Umfrage bei Maturanten der ehemaligen Deutschen Staatsgewerbeschule Pilsen|21|1|(1980|84 - 106|https:/dx.doi.org/10.18447/BoZ-1980-482|ABS|482|673
Grüner, Gustav; |Die Bewährung von Absolventen einer höheren Berufsfachschule. Ergebnisse einer Umfrage bei Maturanten der ehemaligen Deutschen Staatsgewerbeschule Pilsen|21|1|(1980|84 - 106|https:/dx.doi.org/10.18447/BoZ-1980-482|ABS|482|674
Loewenstein, Bedřich; |Frankl, Michal / Toman, Jindřich (Hgg.): Jan Neruda a Židé. Texty a kontexty [Jan Neruda und die Juden. Texte und Kontexte]|53|2|(2013)|454 - 455|https:/dx.doi.org/10.18447/BoZ-2013-3881|REZ|3881|5833
Lemmen, Sarah; |Lovčí, Radovan: Alice Garrigue Masaryková. Život ve stínu slavného otce [Alice Garrigue Masaryková.  Ein Leben im Schatten des berühmten Vaters]|48|2|(2008|580 - 582|https:/dx.doi.org/10.18447/BoZ-2008-3406|REZ|3406|5212
Oberdorffer, Kurt; |Der Verein für die Geschichte der Deutschen in Böhmen 1862–1938|3|1|(1962|9 - 29|https:/dx.doi.org/10.18447/BoZ-1962-3118|ART|3118|4739
Oberdorffer, Kurt; |Der Verein für die Geschichte der Deutschen in Böhmen 1862–1938|3|1|(1962|9 - 29|https:/dx.doi.org/10.18447/BoZ-1962-3118|ABS|3118|4740
Oberdorffer, Kurt; |Der Verein für die Geschichte der Deutschen in Böhmen 1862–1938|3|1|(1962|9 - 29|https:/dx.doi.org/10.18447/BoZ-1962-3118|ABS|3118|4741
Kosta, Jiří; |Židé v boji a odboji. Rezistence československých Židů v letech druhé světové války [Die Juden im Kampf und im Widerstand. Die Resistenz der tschechoslowakischen Juden in den Jahren des Zweiten Weltkriegs]|48|1|(2008)|303 - 306|https:/dx.doi.org/10.18447/BoZ-2008-2707|REZ|2707|4164
Zischka, Rudolf; |Thaddaeus Haenke als Zoologe|7|1|(1966|391 - 398|https:/dx.doi.org/10.18447/BoZ-1966-2419|ART|2419|3714
Brousek, Karl M.; |Jiří Matějček, Formování hornictva Sokolovského uhelného revíru (1830–1914) [Die Entwicklung der Bergarbeiterschaft des Falkenauer Kohlebergbaureviers (1830–1914)]|21|2|(1980|425 - 427|https:/dx.doi.org/10.18447/BoZ-1980-2008|REZ|2008|3037
Hoensch, Jörg K.; |Kelly, David: The Czech Fasást Movement 1922–1942|38|2|(1997|432 - 434|https:/dx.doi.org/10.18447/BoZ-1997-1720|REZ|1720|2607
Winkler, Martina; |Slowakeiforschung in Nordamerika|44|2|(2003)|342 - 355|https:/dx.doi.org/10.18447/BoZ-2003-898|ART|898|1314
Winkler, Martina; |Slowakeiforschung in Nordamerika|44|2|(2003)|342 - 355|https:/dx.doi.org/10.18447/BoZ-2003-898|ABS|898|1315
Winkler, Martina; |Slowakeiforschung in Nordamerika|44|2|(2003)|342 - 355|https:/dx.doi.org/10.18447/BoZ-2003-898|ABS|898|1316
Winkler, Martina; |Slowakeiforschung in Nordamerika|44|2|(2003)|342 - 355|https:/dx.doi.org/10.18447/BoZ-2003-898|ABS|898|1317
Bosl, Karl; |Aaron J. Gurjewitsch: Das Weltbild des mittelalterlichen Menschen. Mit einem Nachwort von Hubert Mohr. Aus dem Russischen übersetzt von Gabriele Loßack|25|2|(1984)|400 - 404|https:/dx.doi.org/10.18447/BoZ-1984-1309|REZ|1309|2035
Bahlcke, Joachim; |Schlesisches Städtebuch. Hrsg. v. Heinz Stoob und Peter Johanek in Verbindung mit der Kulturstiftung der deutschen Wertriebenen Bonn. Bearb. v. Waldemar Grosch unter Mitarbeit von Heinz Stoob, Maria Elisabeth Grüter und Franz-Joseph Post|39|1|(1998|169 - 170|https:/dx.doi.org/10.18447/BoZ-1998-610|REZ|610|867
Marek, Michaela; |Vlček, Tomáš: Praha 1900. Studie k dějinám kultury a umění Prahy v letech 1890–1914 [Prag 1900. Studien zur Geschichte der Kultur und Kunst in Prag in den Jahren 1890–1914]|30|2|(1989|447 - 448|https:/dx.doi.org/10.18447/BoZ-1989-1021|REZ|1021|1531
Ries, Gerhard; |Mariano San Nicolo *20. August 1887  †15. Mai 1955|28|1|(1987|168 - 169|https:/dx.doi.org/10.18447/BoZ-1987-322|PER|322|471
Gleixner, Johannes; |Helan, Pavel / Šebek, Jaroslav (Hgg.): Československo a svatý stolec. II/1. Kongregace pro mimořádné církevní záležitosti (1919–1925). Výběrová edice dokumentů [Die Tschechoslowakei und der Heilige Stuhl. II/1. Die Kommission für außerordentliche Kirchenangelegenheiten (1919–1925). Edition ausgewählter Dokumente]|55|1|(2015|206 - 208|https:/dx.doi.org/10.18447/BoZ-2015-4009|REZ|4009|6021
Hilsch, Peter; |František Graus: Die Nationenbildung der Westslawen im Mittelalter|23|1|(1982|178 - 183|https:/dx.doi.org/10.18447/BoZ-1982-3657|REZ|3657|5601
Ibler, Reinhard; |Jaroslav Hašek 1883–1983. Proceedings ofthe International Hašek Symposium, Bamberg, June 24–27,1983. Hrsg. v. Walter Schamschula|32|1|(1991|227 - 230|https:/dx.doi.org/10.18447/BoZ-1991-3534|REZ|3534|5421
Svoboda, Emanuel; |Hajek, Hanus J.: T. G. Masaryk Revisited: A Critical Assessment|26|2|(1985|420 - 422|https:/dx.doi.org/10.18447/BoZ-1985-3246|REZ|3246|4981
Schwarz, Ernst; |Vorkelten und Kelten, Germanen und Slawen, Tschechen und Deutsche in den Sudetenländern|10|1|(1969|9 - 70|https:/dx.doi.org/10.18447/BoZ-1969-2958|ART|2958|4509
Schwarz, Ernst; |Vorkelten und Kelten, Germanen und Slawen, Tschechen und Deutsche in den Sudetenländern|10|1|(1969|9 - 70|https:/dx.doi.org/10.18447/BoZ-1969-2958|ABS|2958|4510
Schwarz, Ernst; |Vorkelten und Kelten, Germanen und Slawen, Tschechen und Deutsche in den Sudetenländern|10|1|(1969|9 - 70|https:/dx.doi.org/10.18447/BoZ-1969-2958|ABS|2958|4511
Županič, Jan; |„Eine Stütze der Germanisierung“? Die Entrechtung und Enteignung der Familie Colloredo-Mannsfeld 1938–1948|51|2|(2011|416 - 443|https:/dx.doi.org/10.18447/BoZ-2011-2835|ART|2835|4343
Županič, Jan; |„Eine Stütze der Germanisierung“? Die Entrechtung und Enteignung der Familie Colloredo-Mannsfeld 1938–1948|51|2|(2011|416 - 443|https:/dx.doi.org/10.18447/BoZ-2011-2835|ABS|2835|4344
Županič, Jan; |„Eine Stütze der Germanisierung“? Die Entrechtung und Enteignung der Familie Colloredo-Mannsfeld 1938–1948|51|2|(2011|416 - 443|https:/dx.doi.org/10.18447/BoZ-2011-2835|ABS|2835|4345
Županič, Jan; |„Eine Stütze der Germanisierung“? Die Entrechtung und Enteignung der Familie Colloredo-Mannsfeld 1938–1948|51|2|(2011|416 - 443|https:/dx.doi.org/10.18447/BoZ-2011-2835|ABS|2835|4346
Měšťan, Antonín; |Pfaff, Ivan: Česká levice proti Moskvě 1936–1938 [Tschechische Linke gegen Moskau 1936–1938]|36|1|(1995|232 - 234|https:/dx.doi.org/10.18447/BoZ-1995-2547|REZ|2547|3927
Prinz, Friedrich; |Der österreichisch-ungarische Ausgleich von 1867 als historiographisches Problem. Ein Kongreßbericht|9|1|(1968)|340 - 351|https:/dx.doi.org/10.18447/BoZ-1968-2259|ART|2259|3481
Prinz, Friedrich; |Der österreichisch-ungarische Ausgleich von 1867 als historiographisches Problem. Ein Kongreßbericht|9|1|(1968)|340 - 351|https:/dx.doi.org/10.18447/BoZ-1968-2259|ABS|2259|3482
Prinz, Friedrich; |Der österreichisch-ungarische Ausgleich von 1867 als historiographisches Problem. Ein Kongreßbericht|9|1|(1968)|340 - 351|https:/dx.doi.org/10.18447/BoZ-1968-2259|ABS|2259|3483
Dünninger, Josef; |Josef Nadler 23.5.1884–17.1.1963|5|1|(1964|493 - 495|https:/dx.doi.org/10.18447/BoZ-1964-2136|PER|2136|3245
Luft, Robert; |Malíř, Jiří: Vývoj liberálního proudu české politiky na Moravě. Lidová strana na Moravě do roku 1909 [Die Entwicklung der liberalen Strömung der tschechischen Politik in Mähren. Die Volkspartei in Mähren bis 1909]|27|2|(1986|418 - 421|https:/dx.doi.org/10.18447/BoZ-1986-1848|REZ|1848|2813
Seibt, Ferdinand; |Jaroslav Kadlec: Leben und Schriften des Prager Magisters Adalbert Ranconis de Ericino. Aus dem Nachlaß von Rudolf Holinka und Jan Vilikovsky|20|1|(1979|322 - 323|https:/dx.doi.org/10.18447/BoZ-1979-1437|REZ|1437|2210
Fritz, Susanne; |,Tripolis Praga‘: Die Prager Moderne, deutsch – jüdisch – tschechisch|42|2|(2001)|410 - 411|https:/dx.doi.org/10.18447/BoZ-2001-738|TAG|738|1070
Storch, Thomas; |Die Beurteilung der nationalsozialistischen ‚Machtergreifung‘ 1933 durch die tschechoslowakische Regierung|18|1|(1977|290 - 300|https:/dx.doi.org/10.18447/BoZ-1977-1149|ART|1149|1748
Storch, Thomas; |Die Beurteilung der nationalsozialistischen ‚Machtergreifung‘ 1933 durch die tschechoslowakische Regierung|18|1|(1977|290 - 300|https:/dx.doi.org/10.18447/BoZ-1977-1149|ABS|1149|1749
Storch, Thomas; |Die Beurteilung der nationalsozialistischen ‚Machtergreifung‘ 1933 durch die tschechoslowakische Regierung|18|1|(1977|290 - 300|https:/dx.doi.org/10.18447/BoZ-1977-1149|ABS|1149|1750
Kritzer, Peter; |Michalka, Wolfgang / Lee, Marshall M. (Hrsg.): Gustav Stresemann|26|1|(1985|177 - 178|https:/dx.doi.org/10.18447/BoZ-1985-450|REZ|450|626
Brehmer, Judith; |Konstrukce etnické identity a kolektivní paměti v biografických vyprávěních českých Němců. Na příkladu vzpomínek Němců na Chomutovsku [Die Konstruktion ethnischer Identität und des kollektiven Gedächtnisses in biografischen Erzählungen böhmischer Deutscher. Am Beispiel der Erinnerungen der Deutschen in der Region Komotau]|56|2|(2016)|518 - 520|https:/dx.doi.org/10.18447/BoZ-2015-4213|REZ|4213|6221
Höhne, Steffen; |Voda Eschgfäller, Sabine / Horňáček, Milan (Hgg.): Regionalforschung zur Literatur der Moderne|53|1|(2013|226 - 227|https:/dx.doi.org/10.18447/BoZ-2013-3849|REZ|3849|5780
Osterkamp, Jana; |Das Münchner Abkommen 1938 in europäischer Perspektive|48|2|(2008|492 - 496|https:/dx.doi.org/10.18447/BoZ-2008-3374|TAG|3374|5180
Luft, Robert; |Masaryk und Mitteleuropa|33|1|(1992)|184 - 184|https:/dx.doi.org/10.18447/BoZ-1992-3086|TAG|3086|4707
Tricoire, Damien; |„Deutsche Minderheit“? Eine Diskussion der Literatur zu Böhmen und Oberschlesien nach der Zwangsumsiedlung der Deutschen|48|1|(2008)|211 - 222|https:/dx.doi.org/10.18447/BoZ-2008-2675|ART|2675|4129
Tricoire, Damien; |„Deutsche Minderheit“? Eine Diskussion der Literatur zu Böhmen und Oberschlesien nach der Zwangsumsiedlung der Deutschen|48|1|(2008)|211 - 222|https:/dx.doi.org/10.18447/BoZ-2008-2675|ABS|2675|4130
Tricoire, Damien; |„Deutsche Minderheit“? Eine Diskussion der Literatur zu Böhmen und Oberschlesien nach der Zwangsumsiedlung der Deutschen|48|1|(2008)|211 - 222|https:/dx.doi.org/10.18447/BoZ-2008-2675|ABS|2675|4131
Tricoire, Damien; |„Deutsche Minderheit“? Eine Diskussion der Literatur zu Böhmen und Oberschlesien nach der Zwangsumsiedlung der Deutschen|48|1|(2008)|211 - 222|https:/dx.doi.org/10.18447/BoZ-2008-2675|ABS|2675|4132
Ay, Karl-Ludwig; |Hannes Stekl: Österreichs Zucht- und Arbeitshäuser 1671–1920. Institutionen zwischen Fürsorge und Strafvollzug|24|1|(1983|200 - 201|https:/dx.doi.org/10.18447/BoZ-1983-2387|REZ|2387|3658
Steinmetz, Daniel; |Dauderstädt, Michael / Gerrits, André / Márkus, György G.: Troubled Transition. Social Democracy in East Central Europe|42|1|(2001|185 - 186|https:/dx.doi.org/10.18447/BoZ-2001-1976|REZ|1976|2997
Schulze Wessel, Martin; |Tschechische Nation und katholische Konfession vor und nach der Gründung des tschechoslowakischen Nationalstaates|38|2|(1997|311 - 327|https:/dx.doi.org/10.18447/BoZ-1997-1688|ART|1688|2560
Schulze Wessel, Martin; |Tschechische Nation und katholische Konfession vor und nach der Gründung des tschechoslowakischen Nationalstaates|38|2|(1997|311 - 327|https:/dx.doi.org/10.18447/BoZ-1997-1688|ABS|1688|2561
Schulze Wessel, Martin; |Tschechische Nation und katholische Konfession vor und nach der Gründung des tschechoslowakischen Nationalstaates|38|2|(1997|311 - 327|https:/dx.doi.org/10.18447/BoZ-1997-1688|ABS|1688|2562
Schulze Wessel, Martin; |Tschechische Nation und katholische Konfession vor und nach der Gründung des tschechoslowakischen Nationalstaates|38|2|(1997|311 - 327|https:/dx.doi.org/10.18447/BoZ-1997-1688|ABS|1688|2563
Marek, Michaela; |Sacrum et profanum. Pilsener Symposium zur Problematik des 19. Jahrhunderts in Böhmen|34|1|(1993|181 - 183|https:/dx.doi.org/10.18447/BoZ-1993-1565|TAG|1565|2386
Seibt, Ferdinand; |Jaffe, Samuel P.: Prehumanistic Humanism in the Ackermann aus Böhmen|28|2|(1987)|428 - 428|https:/dx.doi.org/10.18447/BoZ-1987-866|REZ|866|1273
Lachmund, Jana; |Petráš, René / Starý, Marek: Právněhistorická bibliografie. Výběr českých a slovenských prací z let 1990–2000 k dějinám státu a práva [Rechtshistorische Bibliographie. Eine Auswahl tschechischer und slowakischer Arbeiten aus den Jahren 1990–2000 zur Geschichte von Staat und Recht]|46|1|(2005)|279 - 280|https:/dx.doi.org/10.18447/BoZ-2005-1277|REZ|1277|1943
Šebek, Jaroslav; |Kracik, Jörg: Die Politik des deutschen Aktivismus in der Tschechoslowakei 1920–1938|41|2|(2000|474 - 477|https:/dx.doi.org/10.18447/BoZ-2000-578|REZ|578|811
Václavek, Ludvík E.; |Deutsche Dichtung im Ghetto. Theresienstadt 1941–1945|30|2|(1989|343 - 353|https:/dx.doi.org/10.18447/BoZ-1989-989|ART|989|1483
Václavek, Ludvík E.; |Deutsche Dichtung im Ghetto. Theresienstadt 1941–1945|30|2|(1989|343 - 353|https:/dx.doi.org/10.18447/BoZ-1989-989|ABS|989|1484
Václavek, Ludvík E.; |Deutsche Dichtung im Ghetto. Theresienstadt 1941–1945|30|2|(1989|343 - 353|https:/dx.doi.org/10.18447/BoZ-1989-989|ABS|989|1485
Václavek, Ludvík E.; |Deutsche Dichtung im Ghetto. Theresienstadt 1941–1945|30|2|(1989|343 - 353|https:/dx.doi.org/10.18447/BoZ-1989-989|ABS|989|1486
Heumos, Peter; |Komlos, John: Die Habsburgermonarchie als Zollunion. Die Wirtschaftsentwicklung Österreich-Ungarns im 19. Jahrhundert|29|1|(1988|195 - 197|https:/dx.doi.org/10.18447/BoZ-1988-290|REZ|290|407
Górny, Maciej; |Křesťan, Jiří: Zdeněk Nejedlý. Politik a vědec v osamění [Zdeněk Nejedlý. Ein Politiker und Wissenschaftler in der Vereinsamung]|54|2|(2014|515 - 519|https:/dx.doi.org/10.18447/BoZ-2014-3977|REZ|3977|5974
Thomas, Trevor Vaughan; |Morava, Georg J.: Der k. k. Dissident Karel Havlíček 1821–1856|29|2|(1988|450 - 452|https:/dx.doi.org/10.18447/BoZ-1988-3625|REZ|3625|5563
Latawski, Paul; |“The Russian Question Seen from Poland and Czecho-Slovakia” by R. A. Leeper|32|1|(1991|145 - 151|https:/dx.doi.org/10.18447/BoZ-1991-3502|ART|3502|5385
Latawski, Paul; |“The Russian Question Seen from Poland and Czecho-Slovakia” by R. A. Leeper|32|1|(1991|145 - 151|https:/dx.doi.org/10.18447/BoZ-1991-3502|ABS|3502|5386
Latawski, Paul; |“The Russian Question Seen from Poland and Czecho-Slovakia” by R. A. Leeper|32|1|(1991|145 - 151|https:/dx.doi.org/10.18447/BoZ-1991-3502|ABS|3502|5387
Gebel, Ralf; |Das Bild der Deutschen, Deutschlands und Österreichs in der tschechischen Gesellschaft des 19. und 20. Jahrhunderts|37|1|(1996)|219 - 220|https:/dx.doi.org/10.18447/BoZ-1996-3214|TAG|3214|4934
Englisch, Norbert; |Ilpo Tapani Piirainen: Das Stadt- und Bergrecht von Kremnica/Kremnitz|24|2|(1983|392 - 393|https:/dx.doi.org/10.18447/BoZ-1983-2926|REZ|2926|4477
Zwicker, Stefan; |Kosatík, Pavel: Fenomén Kohout [Das Phänomen Kohout]|43|1|(2002|291 - 293|https:/dx.doi.org/10.18447/BoZ-2002-2803|REZ|2803|4302
Gnirs, Anton; |Wogastisburg|36|1|(1995|113 - 117|https:/dx.doi.org/10.18447/BoZ-1995-2515|ART|2515|3884
Gnirs, Anton; |Wogastisburg|36|1|(1995|113 - 117|https:/dx.doi.org/10.18447/BoZ-1995-2515|ABS|2515|3885
Gnirs, Anton; |Wogastisburg|36|1|(1995|113 - 117|https:/dx.doi.org/10.18447/BoZ-1995-2515|ABS|2515|3886
Gnirs, Anton; |Wogastisburg|36|1|(1995|113 - 117|https:/dx.doi.org/10.18447/BoZ-1995-2515|ABS|2515|3887
Schwarz, Ernst; |Raabs – tschechisch Rakousy|8|1|(1967|325 - 333|https:/dx.doi.org/10.18447/BoZ-1967-2104|ART|2104|3213
Schulze Wessel, Martin; |R. W. Seton-Watson and His Relations with the Czechs and Slovaks. Documents 1906–1951. Hrsg. v. Jan Rychlík, Thomas D. Marzik und Miroslav Bielik|40|2|(1999|540 - 542|https:/dx.doi.org/10.18447/BoZ-1999-1816|REZ|1816|2754
Preidel, Helmut; |Die Bevölkerungsverhältnisse in Böhmen und Mähren in den Jahrhunderten um Christi Geburt|20|1|(1979|13 - 36|https:/dx.doi.org/10.18447/BoZ-1979-1405|ART|1405|2160
Preidel, Helmut; |Die Bevölkerungsverhältnisse in Böhmen und Mähren in den Jahrhunderten um Christi Geburt|20|1|(1979|13 - 36|https:/dx.doi.org/10.18447/BoZ-1979-1405|ABS|1405|2161
Preidel, Helmut; |Die Bevölkerungsverhältnisse in Böhmen und Mähren in den Jahrhunderten um Christi Geburt|20|1|(1979|13 - 36|https:/dx.doi.org/10.18447/BoZ-1979-1405|ABS|1405|2162
Härtel, Hans-Joachim; |Lindner, Dolf: Der Mann ohne Vorurteil. Joseph von Sonnenfels (1733–1817)|27|1|(1986|161 - 162|https:/dx.doi.org/10.18447/BoZ-1986-706|REZ|706|1008
Haslinger, Peter; |King, Jeremy: Budweisers into Czechs and Germans. A Local History of Bohemian Politics, 1848–1948|45|1|(2004|255 - 259|https:/dx.doi.org/10.18447/BoZ-2004-1117|REZ|1117|1690
Koch, Andrea; |Raßloff, Ute (Hg.): Literatur aus der Slowakei|43|2|(2002|553 - 555|https:/dx.doi.org/10.18447/BoZ-2002-418|REZ|418|582
Menke, Stefanie; |Scholz, Stephan: Vertriebenendenkmäler. Topographie einer deutschen Erinnerungslandschaft |56|1|(2016|249 - 252|https:/dx.doi.org/10.18447/BoZ-2016-4181|REZ|4181|6153
Hruza, Karel; |Arbeiten am „Gedächtnis der Nation“. Wissenschaft, Medien und Events anlässlich des 70. Jahrestags des Attentats auf Reinhard Heydrich in Prag|53|1|(2013|3 - 45|https:/dx.doi.org/10.18447/BoZ-2013-3817|ART|3817|5733
Hruza, Karel; |Arbeiten am „Gedächtnis der Nation“. Wissenschaft, Medien und Events anlässlich des 70. Jahrestags des Attentats auf Reinhard Heydrich in Prag|53|1|(2013|3 - 45|https:/dx.doi.org/10.18447/BoZ-2013-3817|ABS|3817|5734
Hruza, Karel; |Arbeiten am „Gedächtnis der Nation“. Wissenschaft, Medien und Events anlässlich des 70. Jahrestags des Attentats auf Reinhard Heydrich in Prag|53|1|(2013|3 - 45|https:/dx.doi.org/10.18447/BoZ-2013-3817|ABS|3817|5735
Hruza, Karel; |Arbeiten am „Gedächtnis der Nation“. Wissenschaft, Medien und Events anlässlich des 70. Jahrestags des Attentats auf Reinhard Heydrich in Prag|53|1|(2013|3 - 45|https:/dx.doi.org/10.18447/BoZ-2013-3817|ABS|3817|5736
Meinke, Markus Alexander; |Die Geschichte des tschechisch-bayerischen Grenzgebiets in den Jahren 1945–2008|50|2|(2010|391 - 395|https:/dx.doi.org/10.18447/BoZ-2010-3342|TAG|3342|5133
